ID,mag_name,assembly_type,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,closest_placement_ani,completeness,contamination,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,host_species,AB_batch,taxonomy_level,sample_type
EHM028614,EHA01267_bin.4.fa,Individual,EHA01267,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,80.05,95.57,0.71,2322092,49.00%,20577.00,160,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028573,EHA01269_bin.17.fa,Individual,EHA01269,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-557,s__,0.00,98.41,0.37,946884,41.00%,214889.00,216,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028447,EHA01270_bin.12.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,0.00,81.72,1.22,1947421,59.00%,8841.00,151,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028572,EHA01269_bin.16.fa,Individual,EHA01269,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,0.00,99.92,0.20,2238228,49.00%,73410.00,13,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028588,EHA01269_bin.31.fa,Individual,EHA01269,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,78.91,89.91,0.02,2452122,48.00%,79330.00,178,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028593,EHA01269_bin.38.fa,Individual,EHA01269,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,80.04,84.78,0.65,2051964,51.00%,9887.00,76,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028598,EHA01269_bin.9.fa,Individual,EHA01269,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,0.00,97.90,0.84,2582314,51.00%,61907.00,59,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028612,EHA01267_bin.22.fa,Individual,EHA01267,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,0.00,51.69,5.04,956008,52.00%,2138.00,364,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028613,EHA01267_bin.3.fa,Individual,EHA01267,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,80.70,65.97,0.38,1814169,57.00%,10519.00,245,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028618,EHA01267_bin.8.fa,Individual,EHA01267,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,78.47,98.49,1.37,2901935,47.00%,23010.00,185,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028492,EHA01268_bin.1.fa,Individual,EHA01268,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__CAG-873 sp910584905,97.15,96.86,0.31,2381057,57.00%,17544.00,851,,,,,,NaN,Apodemus sylvaticus,ABB0174,Species,Faecal
EHM028514,EHA01268_bin.7.fa,Individual,EHA01268,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,0.00,89.34,0.08,2653414,46.00%,47047.00,84,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028591,EHA01269_bin.35.fa,Individual,EHA01269,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__Choladocola sp009774145,95.51,78.25,4.17,2865910,50.00%,5473.00,457,,,,,,NaN,Apodemus sylvaticus,ABB0174,Species,Faecal
EHM028393,EHA01271_bin.14.fa,Individual,EHA01271,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__,0.00,85.30,2.72,4285913,47.00%,11253.00,643,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028461,EHA01270_bin.25.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,78.58,96.61,0.18,1603705,45.00%,28192.00,100,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028468,EHA01270_bin.34.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,0.00,59.26,3.50,994813,47.00%,3382.00,383,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028568,EHA01269_bin.12.fa,Individual,EHA01269,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,0.00,98.99,0.16,2850183,48.00%,116838.00,71,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028619,EHA01267_bin.9.fa,Individual,EHA01267,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,78.33,95.86,1.00,2131627,51.00%,49677.00,77,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028403,EHA01271_bin.23.fa,Individual,EHA01271,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,94.24,87.90,3.34,1978410,63.00%,9465.00,233,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028474,EHA01270_bin.8.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__,0.00,95.40,2.55,2603571,62.00%,20210.00,195,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028616,EHA01267_bin.6.fa,Individual,EHA01267,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__JAJPXC01,s__,0.00,88.79,1.56,2071820,50.00%,11316.00,241,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028450,EHA01270_bin.15.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Kineothrix,s__,0.00,94.13,2.00,3515031,45.00%,82950.00,40,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028446,EHA01270_bin.11.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium_B,s__,93.85,78.73,0.39,2535725,46.00%,99940.00,298,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028444,EHA01270_bin.1.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__Merdisoma sp910574255,95.33,95.81,3.23,4850443,45.00%,84767.00,273,,,,,,NaN,Apodemus sylvaticus,ABB0174,Species,Faecal
EHM028394,EHA01271_bin.15.fa,Individual,EHA01271,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__MGBC114844,s__,86.31,72.94,1.51,2506553,37.00%,4494.00,32,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028455,EHA01270_bin.2.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculum,s__Muribaculum sp001701195,97.92,68.28,1.62,1926429,50.00%,4391.00,67,,,,,,NaN,Apodemus sylvaticus,ABB0174,Species,Faecal
EHM028464,EHA01270_bin.29.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculum,s__Muribaculum intestinale,96.54,58.95,1.92,1552722,52.00%,3425.00,494,,,,,,NaN,Apodemus sylvaticus,ABB0174,Species,Faecal
EHM028509,EHA01268_bin.25.fa,Individual,EHA01268,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculum,s__Muribaculum intestinale,96.57,69.56,3.99,2034360,52.00%,7277.00,136,,,,,,NaN,Apodemus sylvaticus,ABB0174,Species,Faecal
EHM028445,EHA01270_bin.10.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Nanosyncoccaceae,g__Nanosyncoccus,s__,79.66,62.07,2.69,754448,44.00%,3069.00,33,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028576,EHA01269_bin.2.fa,Individual,EHA01269,2.3.0,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__NHYN01,s__NHYN01 sp014799985,97.06,86.01,0.94,1788274,51.00%,6749.00,247,,,,,,NaN,Apodemus sylvaticus,ABB0174,Species,Faecal
EHM028465,EHA01270_bin.3.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Pumilibacteraceae,g__Pumilibacter,s__,78.46,80.44,0.27,1262931,48.00%,4286.00,154,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028449,EHA01270_bin.14.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA3700,g__RACS-045,s__,85.01,94.89,0.68,2008328,43.00%,27279.00,58,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028390,EHA01271_bin.11.fa,Individual,EHA01271,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RGIG4057,s__RGIG4057 sp910579615,95.53,52.40,2.51,2257374,49.00%,2782.00,114,,,,,,NaN,Apodemus sylvaticus,ABB0174,Species,Faecal
EHM028466,EHA01270_bin.30.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Schaedlerella,s__,90.53,90.32,3.12,4785674,45.00%,49111.00,366,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028467,EHA01270_bin.31.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Schaedlerella,s__,0.00,76.32,2.60,2917445,50.00%,9172.00,311,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028577,EHA01269_bin.20.fa,Individual,EHA01269,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Schaedlerella,s__,85.92,92.12,2.87,4195815,45.00%,29314.00,71,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028511,EHA01268_bin.4.fa,Individual,EHA01268,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Sporofaciens,s__Sporofaciens sp000403455,95.08,96.64,1.07,3759627,46.00%,88501.00,69,,,,,,NaN,Apodemus sylvaticus,ABB0174,Species,Faecal
EHM028567,EHA01269_bin.11.fa,Individual,EHA01269,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__,0.00,63.78,1.51,1035329,40.00%,2762.00,40,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028409,EHA01271_bin.4.fa,Individual,EHA01271,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Mycoplasmatales,f__Metamycoplasmataceae,g__UBA710,s__,88.50,98.29,0.34,714684,23.00%,85509.00,21,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028396,EHA01271_bin.17.fa,Individual,EHA01271,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA3263,s__,78.01,65.57,2.44,1426032,52.00%,4642.00,356,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028600,EHA01267_bin.10.fa,Individual,EHA01267,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA3263,s__,82.43,83.39,2.98,1884275,55.00%,6319.00,195,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028610,EHA01267_bin.2.fa,Individual,EHA01267,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA3263,s__,79.06,77.44,2.18,1979200,54.00%,6553.00,353,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028495,EHA01268_bin.12.fa,Individual,EHA01268,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3282,s__,84.87,95.08,0.14,3579037,50.00%,98173.00,552,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028508,EHA01268_bin.24.fa,Individual,EHA01268,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3282,s__,0.00,50.21,8.46,2332693,50.00%,5611.00,355,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028607,EHA01267_bin.17.fa,Individual,EHA01267,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3282,s__,94.00,83.22,1.75,2922694,47.00%,10236.00,150,,,,,,NaN,Apodemus sylvaticus,ABB0174,Genus,Faecal
EHM028404,EHA01271_bin.24.fa,Individual,EHA01271,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3282,s__UBA3282 sp910575245,95.59,85.17,2.16,3826916,48.00%,24112.00,283,,,,,,NaN,Apodemus sylvaticus,ABB0174,Species,Faecal
EHM028472,EHA01270_bin.6.fa,Individual,EHA01270,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp001689685,95.52,99.86,0.31,2716665,56.00%,151662.00,35,,,,,,NaN,Apodemus sylvaticus,ABB0174,Species,Faecal
EHM028574,EHA01269_bin.18.fa,Individual,EHA01269,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp001689685,95.27,92.32,1.06,2546240,56.00%,18245.00,86,,,,,,NaN,Apodemus sylvaticus,ABB0174,Species,Faecal
EHM041296,EHA02668_bin.22.fa,Individual,EHA02668,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,93.23,77.69,3.96,5073948,50.00%,14625.00,460,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041294,EHA02668_bin.20.fa,Individual,EHA02668,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,89.73,83.47,0.26,1935461,65.00%,12434.00,231,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041915,EHA02667_bin.3.fa,Individual,EHA02667,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,88.25,83.42,1.35,1896280,61.00%,8416.00,298,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041283,EHA02668_bin.10.fa,Individual,EHA02668,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,79.47,89.74,0.64,3118629,47.00%,31378.00,180,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041905,EHA02667_bin.16.fa,Individual,EHA02667,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,92.38,99.79,0.08,2500912,54.00%,54798.00,72,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041921,EHA02667_bin.9.fa,Individual,EHA02667,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,0.00,63.43,7.46,2596368,47.00%,2677.00,982,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041899,EHA02667_bin.10.fa,Individual,EHA02667,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,0.00,90.06,0.26,2090757,59.00%,33881.00,112,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041913,EHA02667_bin.24.fa,Individual,EHA02667,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,94.84,50.20,0.13,1946987,51.00%,3157.00,649,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041293,EHA02668_bin.2.fa,Individual,EHA02668,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__,84.49,90.53,4.19,4135535,46.00%,42664.00,199,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041906,EHA02667_bin.17.fa,Individual,EHA02667,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__Duncaniella sp001689575,96.23,99.89,0.10,2873237,53.00%,36631.00,119,,,,,,NaN,Apodemus sylvaticus,ABB0299,Species,Faecal
EHM041910,EHA02667_bin.20.fa,Individual,EHA02667,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,84.50,89.04,2.91,2951441,59.00%,35625.00,135,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041903,EHA02667_bin.14.fa,Individual,EHA02667,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__JAGBWK01,s__,94.92,89.92,0.12,2871577,52.00%,69921.00,112,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041300,EHA02668_bin.4.fa,Individual,EHA02668,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Kineothrix,s__,0.00,54.70,1.37,1910621,46.00%,3490.00,592,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041908,EHA02667_bin.19.fa,Individual,EHA02667,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,84.72,94.54,3.19,2801112,58.00%,38765.00,112,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041912,EHA02667_bin.23.fa,Individual,EHA02667,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,0.00,51.93,9.33,1511108,63.00%,2624.00,575,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041304,EHA02668_bin.8.fa,Individual,EHA02668,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__Ligilactobacillus murinus,97.76,99.99,0.28,2122724,40.00%,64858.00,52,,,,,,NaN,Apodemus sylvaticus,ABB0299,Species,Faecal
EHM041282,EHA02668_bin.1.fa,Individual,EHA02668,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA3700,g__MGBC100798,s__,83.20,98.27,0.00,1793019,31.00%,64751.00,54,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041285,EHA02668_bin.12.fa,Individual,EHA02668,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculum,s__Muribaculum sp001701195,97.96,99.83,0.24,2822409,49.00%,76543.00,73,,,,,,NaN,Apodemus sylvaticus,ABB0299,Species,Faecal
EHM041286,EHA02668_bin.13.fa,Individual,EHA02668,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3282,s__,0.00,91.46,1.30,3054254,51.00%,54869.00,87,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041287,EHA02668_bin.14.fa,Individual,EHA02668,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3282,s__,84.20,99.74,2.00,4183207,44.00%,154052.00,71,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041301,EHA02668_bin.5.fa,Individual,EHA02668,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3282,s__,86.39,99.01,0.91,4169123,47.00%,48859.00,131,,,,,,NaN,Apodemus sylvaticus,ABB0299,Genus,Faecal
EHM041788,EHA02746_bin.54.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,0.00,52.91,9.49,2183668,59.00%,2564.00,883,,,,,,NaN,Apodemus sylvaticus,ABB0304,Family,Faecal
EHM041772,EHA02746_bin.36.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,84.78,96.77,1.09,3860372,51.00%,55963.00,119,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041760,EHA02746_bin.25.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,84.61,68.45,1.77,1727905,60.00%,4252.00,479,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041781,EHA02746_bin.45.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,86.54,98.87,0.71,2089525,58.00%,96333.00,54,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041761,EHA02746_bin.26.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__CAG-115,s__,0.00,80.74,2.39,2202396,50.00%,4231.00,590,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041758,EHA02746_bin.23.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-411,s__,0.00,99.92,0.47,3101978,38.00%,76384.00,92,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041743,EHA02746_bin.1.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-917,g__CAG-475,s__,81.97,94.93,2.85,1176696,47.00%,10525.00,158,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041780,EHA02746_bin.43.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__,91.01,53.79,1.80,1963591,44.00%,6845.00,344,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041775,EHA02746_bin.39.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,94.60,93.80,0.93,1572447,48.00%,85718.00,28,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041782,EHA02746_bin.46.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,77.23,51.97,7.06,789463,48.00%,3861.00,231,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041790,EHA02746_bin.56.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,0.00,53.59,2.25,683803,48.00%,8689.00,103,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041752,EHA02746_bin.18.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__Duncaniella dubosii,96.00,82.35,1.58,2683379,49.00%,9691.00,362,,,,,,NaN,Apodemus sylvaticus,ABB0304,Species,Faecal
EHM041778,EHA02746_bin.41.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,0.00,55.86,7.52,2048728,58.00%,13030.00,233,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041789,EHA02746_bin.55.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__,0.00,56.51,6.21,1487646,64.00%,9495.00,217,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041792,EHA02746_bin.58.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__,0.00,64.73,8.52,1417082,61.00%,5640.00,294,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041766,EHA02746_bin.30.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__,0.00,56.36,1.51,930511,55.00%,2566.00,363,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
